collection_year,collection_label,survey,table_name,table_title,release,url
2017,201718,Institutional Characteristics,FLAGS2017,Response status for all survey components,Final,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2017.zip
2017,201718,Institutional Characteristics,IC2017,"Educational offerings, organization, admissions, services and athletic associations",Final,https://nces.ed.gov/ipeds/datacenter/data/IC2017.zip
2017,201718,Institutional Characteristics,IC2017_AY,Student charges for academic year programs,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2017_AY.zip
2017,201718,Institutional Characteristics,IC2017_PY,Student charges by program (vocational programs),Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2017_PY.zip
2017,201718,Institutional Characteristics,DRVIC2017,Frequently used derived variables (IC): Total cost of attendance,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/DRVIC2017.zip
2017,201718,Institutional Characteristics,IC2017MISSION,Mission statement,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2017MISSION.zip
2017,201718,Institutional Characteristics,CUSTOMCGIDS2017,Custom comparison groups,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/CUSTOMCGIDS2017.zip
2017,201718,Admissions,ADM2017,"Admission considerations, applicants, admissions, and test scores",Final,https://nces.ed.gov/ipeds/datacenter/data/ADM2017.zip
2017,201718,Admissions,DRVADM2017,Frequently used derived variables for admissions. Selectivity and admissions yield,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVADM2017.zip
2017,201718,12-month Enrollment,EFFY2017,12-month unduplicated headcount: 2016-17,Final,https://nces.ed.gov/ipeds/datacenter/data/EFFY2017.zip
2017,201718,12-month Enrollment,EFIA2017,12-month instructional activity: 2016-17,Final,https://nces.ed.gov/ipeds/datacenter/data/EFIA2017.zip
2017,201718,12-month Enrollment,DRVEF122017,"Frequently used derived variables (E12): 12-month enrollment, 2016-17",Final,https://nces.ed.gov/ipeds/datacenter/data/DRVEF122017.zip
2017,201718,Fall Enrollment,EF2017,"Gender, attendance status, and level of student: Fall 2017",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2017.zip
2017,201718,Fall Enrollment,EF2017A,"Race/ethnicity, gender, attendance status, and level of student: Fall 2017",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2017A.zip
2017,201718,Fall Enrollment,EF2017B,"Age category, gender, attendance status, and level of student: Fall 2017 (optional)",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2017B.zip
2017,201718,Fall Enrollment,EF2017C,Residence and migration of first-time freshman: Fall 2017,Final,https://nces.ed.gov/ipeds/datacenter/data/EF2017C.zip
2017,201718,Fall Enrollment,EF2017D,"Total entering class, retention rates, and student-to-faculty ratio: Fall 2017",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2017D.zip
2017,201718,Fall Enrollment,EF2017A_DIST,Distance education status and level of student: Fall 2017,Final,https://nces.ed.gov/ipeds/datacenter/data/EF2017A_DIST.zip
2017,201718,Fall Enrollment,DRVEF2017,Frequently used derived variables (EF): Fall enrollment 2017,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVEF2017.zip
2017,201718,Completions,C2017_A,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: July 1, 2016 to June 30, 2017",Final,https://nces.ed.gov/ipeds/datacenter/data/C2017_A.zip
2017,201718,Completions,C2017_B,"Number of students receiving awards/degrees, by race/ethnicity and gender: July 1, 2016 to June 30, 2017",Final,https://nces.ed.gov/ipeds/datacenter/data/C2017_B.zip
2017,201718,Completions,C2017_C,"Number of students receiving awards/degrees, by award level and by gender, race/ethnicity and age categories: July 1, 2016 to June 30, 2017",Final,https://nces.ed.gov/ipeds/datacenter/data/C2017_C.zip
2017,201718,Completions,C2017DEP,"Number of programs offered and number of programs offered via distance education, by award level: July 1, 2016 to June 30, 2017",Final,https://nces.ed.gov/ipeds/datacenter/data/C2017DEP.zip
2017,201718,Completions,DRVC2017,"Frequently used derived variables (C): Completions, July 1, 2016 to June 30, 2017",Final,https://nces.ed.gov/ipeds/datacenter/data/DRVC2017.zip
2017,201718,Student Financial Aid,SFA1617_P1,Student financial aid: 2016-17,Final,https://nces.ed.gov/ipeds/datacenter/data/SFA1617_P1.zip
2017,201718,Student Financial Aid,SFA1617_P2,Student financial aid and net price: 2016-17,Final,https://nces.ed.gov/ipeds/datacenter/data/SFA1617_P2.zip
2017,201718,Student Financial Aid,SFAV1617,"Military Servicemembers and Veteran's Benefits, 2016-17",Final,https://nces.ed.gov/ipeds/datacenter/data/SFAV1617.zip
2017,201718,Graduation Rates,GR2017,"Graduation rate data, 150% of normal time to complete - cohort year 2011 (4-year) and cohort year 2014 (2-year) institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/GR2017.zip
2017,201718,Graduation Rates,GR2017_L2,"Graduation rate data, 150% of normal time to complete - cohort year 2014 (less-than-2-year institutions)",Final,https://nces.ed.gov/ipeds/datacenter/data/GR2017_L2.zip
2017,201718,Graduation Rates,GR2017_PELL_SSL,"Graduation rate data for Pell Grant and Subsidized Stafford loan recipients, 150% of normal time to complete - cohort year 2011 (4-year) and cohort year 2014 (2-year) institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/GR2017_PELL_SSL.zip
2017,201718,Graduation Rates,GR200_17,"Graduation rate data, 200% of normal time to complete - cohort year 2009  (4-year) and cohort year 2013 (less-than-4-year)  institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/GR200_17.zip
2017,201718,Graduation Rates,DRVGR2017,Frequently used derived variables (GR) 150% of normal time to complete - cohort year 2011 (4-year) and cohort year 2014 (2-year) institutions,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVGR2017.zip
2017,201718,Outcome Measures,OM2017,Award and enrollment data at six and eight years for four entering undergraduate cohorts from 2009 - degree granting institutions,Final,https://nces.ed.gov/ipeds/datacenter/data/OM2017.zip
2017,201718,Outcome Measures,DRVOM2017,"Frequently used derived variables (OM) Award and enrollment rates of degree/certificate-seeking undergraduates, 2009 cohort",Final,https://nces.ed.gov/ipeds/datacenter/data/DRVOM2017.zip
2017,201718,Finance,F1617_F1A,Public institutions - GASB 34/35: Fiscal year 2017,Final,https://nces.ed.gov/ipeds/datacenter/data/F1617_F1A.zip
2017,201718,Finance,F1617_F2,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2017,Final,https://nces.ed.gov/ipeds/datacenter/data/F1617_F2.zip
2017,201718,Finance,F1617_F3,Private for-profit institutions: Fiscal year 2017,Final,https://nces.ed.gov/ipeds/datacenter/data/F1617_F3.zip
2017,201718,Finance,DRVF2017,Frequently used/derived variables Finance (F): Fiscal year 2017,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVF2017.zip
2017,201718,Human Resources,EAP2017,"Number of staff by occupational category, faculty and tenure status:  Fall 2017",Final,https://nces.ed.gov/ipeds/datacenter/data/EAP2017.zip
2017,201718,Human Resources,SAL2017_IS,"Number and salary outlays for full-time nonmedical instructional staff, by  gender, and academic rank:  Academic year 2017-18",Final,https://nces.ed.gov/ipeds/datacenter/data/SAL2017_IS.zip
2017,201718,Human Resources,SAL2017_NIS,Number and salary outlays for full-time nonmedical  noninstructional staff by occupation: Academic year 2017-18,Final,https://nces.ed.gov/ipeds/datacenter/data/SAL2017_NIS.zip
2017,201718,Human Resources,S2017_OC,"Full- and part-time staff by occupational category, race/ethnicity, and gender:  Fall 2017",Final,https://nces.ed.gov/ipeds/datacenter/data/S2017_OC.zip
2017,201718,Human Resources,S2017_SIS,"Full-time instructional staff, by academic rank, faculty and tenure status  (Degree-granting institutions): Fall 2017",Final,https://nces.ed.gov/ipeds/datacenter/data/S2017_SIS.zip
2017,201718,Human Resources,S2017_IS,"Full-time instructional staff, by faculty and tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions): Fall 2017",Final,https://nces.ed.gov/ipeds/datacenter/data/S2017_IS.zip
2017,201718,Human Resources,S2017_NH,"New hires by occupational category, race/ethnicity, and gender (Degree-granting institutions):  Fall 2017",Final,https://nces.ed.gov/ipeds/datacenter/data/S2017_NH.zip
2017,201718,Human Resources,DRVHR2017,Frequently used/derived variables Human resources (HR): Fall 2017,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVHR2017.zip
2017,201718,Academic Libraries,AL2017,"Academic Libraries, 2016-17",Final,https://nces.ed.gov/ipeds/datacenter/data/AL2017.zip
2017,201718,Academic Libraries,DRVAL2017,Frequently used/derived variables Academic library indicators: Fiscal year 2017,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVAL2017.zip
2018,201819,Institutional Characteristics,HD2018,Directory information,Provisional/final (institutions will not  be allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/HD2018.zip
2018,201819,Institutional Characteristics,FLAGS2018,Response status for all survey components,Final,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2018.zip
2018,201819,Institutional Characteristics,IC2018,"Educational offerings, organization, admissions, services and athletic associations",Final,https://nces.ed.gov/ipeds/datacenter/data/IC2018.zip
2018,201819,Institutional Characteristics,IC2018_AY,Student charges for academic year programs,Provisional/final (institutions will not  be allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2018_AY.zip
2018,201819,Institutional Characteristics,IC2018_PY,Student charges by program (vocational programs),Provisional/final (institutions will not  be allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2018_PY.zip
2018,201819,Institutional Characteristics,DRVIC2018,Frequently used derived variables (IC): Total cost of attendance,Provisional (institutions will not  be allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/DRVIC2018.zip
2018,201819,Institutional Characteristics,IC2018MISSION,Mission statement,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2018MISSION.zip
2018,201819,Institutional Characteristics,CUSTOMCGIDS2018,Custom comparison groups,Provisional/final (institutions will not  be allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/CUSTOMCGIDS2018.zip
2018,201819,Admissions,ADM2018,"Admission considerations, applicants, admissions, and test scores",Final,https://nces.ed.gov/ipeds/datacenter/data/ADM2018.zip
2018,201819,Admissions,DRVADM2018,Frequently used derived variables for admissions. Selectivity and admissions yield,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVADM2018.zip
2018,201819,12-month Enrollment,EFFY2018,12-month unduplicated headcount: 2017-18,Final,https://nces.ed.gov/ipeds/datacenter/data/EFFY2018.zip
2018,201819,12-month Enrollment,EFIA2018,12-month instructional activity: 2017-18,Final,https://nces.ed.gov/ipeds/datacenter/data/EFIA2018.zip
2018,201819,12-month Enrollment,DRVEF122018,"Frequently used derived variables (E12): 12-month enrollment, 2017-18",Final,https://nces.ed.gov/ipeds/datacenter/data/DRVEF122018.zip
2018,201819,Fall Enrollment,EF2018,"Gender, attendance status, and level of student: Fall 2018",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2018.zip
2018,201819,Fall Enrollment,EF2018A,"Race/ethnicity, gender, attendance status, and level of student: Fall 2018",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2018A.zip
2018,201819,Fall Enrollment,EF2018CP,"Major field of study, race/ethnicity, gender, attendance status, and level of student: Fall 2018",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2018CP.zip
2018,201819,Fall Enrollment,EF2018B,"Age category, gender, attendance status, and level of student: Fall 2018 (optional)",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2018B.zip
2018,201819,Fall Enrollment,EF2018C,Residence and migration of first-time freshman: Fall 2018,Final,https://nces.ed.gov/ipeds/datacenter/data/EF2018C.zip
2018,201819,Fall Enrollment,EF2018D,"Total entering class, retention rates, and student-to-faculty ratio: Fall 2018",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2018D.zip
2018,201819,Fall Enrollment,EF2018A_DIST,Distance education status and level of student: Fall 2018,Final,https://nces.ed.gov/ipeds/datacenter/data/EF2018A_DIST.zip
2018,201819,Fall Enrollment,DRVEF2018,Frequently used derived variables (EF): Fall enrollment 2018,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVEF2018.zip
2018,201819,Completions,C2018_A,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: July 1, 2017 to June 30, 2018",Final,https://nces.ed.gov/ipeds/datacenter/data/C2018_A.zip
2018,201819,Completions,C2018_B,"Number of students receiving awards/degrees, by race/ethnicity and gender: July 1, 2017 to June 30, 2018",Final,https://nces.ed.gov/ipeds/datacenter/data/C2018_B.zip
2018,201819,Completions,C2018_C,"Number of students receiving awards/degrees, by award level and by gender, race/ethnicity and age categories: July 1, 2017 to June 30, 2018",Final,https://nces.ed.gov/ipeds/datacenter/data/C2018_C.zip
2018,201819,Completions,C2018DEP,"Number of programs offered and number of programs offered via distance education, by award level: July 1, 2017 to June 30, 2018",Final,https://nces.ed.gov/ipeds/datacenter/data/C2018DEP.zip
2018,201819,Completions,DRVC2018,"Frequently used derived variables (C): Completions, July 1, 2017 to June 30, 2018",Final,https://nces.ed.gov/ipeds/datacenter/data/DRVC2018.zip
2018,201819,Student Financial Aid,SFA1718_P1,Student financial aid: 2017-18,Final,https://nces.ed.gov/ipeds/datacenter/data/SFA1718_P1.zip
2018,201819,Student Financial Aid,SFA1718_P2,Student financial aid and net price: 2017-18,Final,https://nces.ed.gov/ipeds/datacenter/data/SFA1718_P2.zip
2018,201819,Student Financial Aid,SFAV1718,"Military Servicemembers and Veteran's Benefits, 2017-18",Final,https://nces.ed.gov/ipeds/datacenter/data/SFAV1718.zip
2018,201819,Graduation Rates,GR2018,"Graduation rate data, 150% of normal time to complete - cohort year 2012 (4-year) and cohort year 2015 (2-year) institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/GR2018.zip
2018,201819,Graduation Rates,GR2018_L2,"Graduation rate data, 150% of normal time to complete - cohort year 2015 (less-than-2-year institutions)",Final,https://nces.ed.gov/ipeds/datacenter/data/GR2018_L2.zip
2018,201819,Graduation Rates,GR2018_PELL_SSL,"Graduation rate data for Pell Grant and Subsidized Stafford loan recipients, 150% of normal time to complete - cohort year 2012 (4-year) and cohort year 2015 (2-year) institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/GR2018_PELL_SSL.zip
2018,201819,Graduation Rates,GR200_18,"Graduation rate data, 200% of normal time to complete - cohort year 2010  (4-year) and cohort year 2014 (less-than-4-year)  institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/GR200_18.zip
2018,201819,Graduation Rates,DRVGR2018,Frequently used derived variables (GR) 150% of normal time to complete - cohort year 2012 (4-year) and cohort year 2015 (2-year) institutions,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVGR2018.zip
2018,201819,Outcome Measures,OM2018,"Award and enrollment data at four, six and eight years for four entering undergraduate cohorts from 2010-11, by Pell status in degree granting institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/OM2018.zip
2018,201819,Outcome Measures,DRVOM2018,"Frequently used derived variables (OM) Award and enrollment rates of degree/certificate-seeking undergraduates, 2010-11 cohort",Final,https://nces.ed.gov/ipeds/datacenter/data/DRVOM2018.zip
2018,201819,Finance,F1718_F1A,Public institutions - GASB 34/35: Fiscal year 2018,Final,https://nces.ed.gov/ipeds/datacenter/data/F1718_F1A.zip
2018,201819,Finance,F1718_F2,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2018,Final,https://nces.ed.gov/ipeds/datacenter/data/F1718_F2.zip
2018,201819,Finance,F1718_F3,Private for-profit institutions: Fiscal year 2018,Final,https://nces.ed.gov/ipeds/datacenter/data/F1718_F3.zip
2018,201819,Finance,DRVF2018,Frequently used/derived variables Finance (F): Fiscal year 2018,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVF2018.zip
2018,201819,Human Resources,EAP2018,"Number of staff by occupational category, faculty and tenure status:  Fall 2018",Final,https://nces.ed.gov/ipeds/datacenter/data/EAP2018.zip
2018,201819,Human Resources,SAL2018_IS,"Number and salary outlays for full-time nonmedical instructional staff, by  gender, and academic rank:  Academic year 2018-19",Final,https://nces.ed.gov/ipeds/datacenter/data/SAL2018_IS.zip
2018,201819,Human Resources,SAL2018_NIS,Number and salary outlays for full-time nonmedical  noninstructional staff by occupation: Academic year 2018-19,Final,https://nces.ed.gov/ipeds/datacenter/data/SAL2018_NIS.zip
2018,201819,Human Resources,S2018_OC,"Full- and part-time staff by occupational category, race/ethnicity, and gender:  Fall 2018",Final,https://nces.ed.gov/ipeds/datacenter/data/S2018_OC.zip
2018,201819,Human Resources,S2018_SIS,"Full-time instructional staff, by academic rank, faculty and tenure status  (Degree-granting institutions): Fall 2018",Final,https://nces.ed.gov/ipeds/datacenter/data/S2018_SIS.zip
2018,201819,Human Resources,S2018_IS,"Full-time instructional staff, by faculty and tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions): Fall 2018",Final,https://nces.ed.gov/ipeds/datacenter/data/S2018_IS.zip
2018,201819,Human Resources,S2018_NH,"New hires by occupational category, race/ethnicity, and gender (Degree-granting institutions):  Fall 2018",Final,https://nces.ed.gov/ipeds/datacenter/data/S2018_NH.zip
2018,201819,Human Resources,DRVHR2018,Frequently used/derived variables Human resources (HR): Fall 2018,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVHR2018.zip
2018,201819,Academic Libraries,AL2018,"Academic Libraries, Fiscal year 2018",Final,https://nces.ed.gov/ipeds/datacenter/data/AL2018.zip
2018,201819,Academic Libraries,DRVAL2018,Frequently used/derived variables Academic library indicators: Fiscal year 2018,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVAL2018.zip
2019,201920,Institutional Characteristics,HD2019,Directory information,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/HD2019.zip
2019,201920,Institutional Characteristics,FLAGS2019,Response status for all survey components,Provisional,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2019.zip
2019,201920,Institutional Characteristics,IC2019,"Educational offerings, organization, admissions, services and athletic associations",Final,https://nces.ed.gov/ipeds/datacenter/data/IC2019.zip
2019,201920,Institutional Characteristics,IC2019_AY,Student charges for academic year programs,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2019_AY.zip
2019,201920,Institutional Characteristics,IC2019_PY,Student charges by program (vocational programs),Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2019_PY.zip
2019,201920,Institutional Characteristics,DRVIC2019,Frequently used derived variables (IC): Total cost of attendance,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/DRVIC2019.zip
2019,201920,Institutional Characteristics,IC2019MISSION,Mission statement,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2019MISSION.zip
2019,201920,Institutional Characteristics,CUSTOMCGIDS2019,Custom comparison groups,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/CUSTOMCGIDS2019.zip
2019,201920,Admissions,ADM2019,"Admission considerations, applicants, admissions, and test scores",Final,https://nces.ed.gov/ipeds/datacenter/data/ADM2019.zip
2019,201920,Admissions,DRVADM2019,Frequently used derived variables for admissions. Selectivity and admissions yield,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVADM2019.zip
2019,201920,12-month Enrollment,EFFY2019,12-month unduplicated headcount: 2018-19,Final,https://nces.ed.gov/ipeds/datacenter/data/EFFY2019.zip
2019,201920,12-month Enrollment,EFIA2019,12-month instructional activity: 2018-19,Final,https://nces.ed.gov/ipeds/datacenter/data/EFIA2019.zip
2019,201920,12-month Enrollment,DRVEF122019,"Frequently used derived variables (E12): 12-month enrollment, 2018-19",Final,https://nces.ed.gov/ipeds/datacenter/data/DRVEF122019.zip
2019,201920,Fall Enrollment,EF2019,"Gender, attendance status, and level of student: Fall 2019",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2019.zip
2019,201920,Fall Enrollment,EF2019A,"Race/ethnicity, gender, attendance status, and level of student: Fall 2019",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2019A.zip
2019,201920,Fall Enrollment,EF2019B,"Age category, gender, attendance status, and level of student: Fall 2019 (optional)",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2019B.zip
2019,201920,Fall Enrollment,EF2019C,Residence and migration of first-time freshman: Fall 2019,Final,https://nces.ed.gov/ipeds/datacenter/data/EF2019C.zip
2019,201920,Fall Enrollment,EF2019D,"Total entering class, retention rates, and student-to-faculty ratio: Fall 2019",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2019D.zip
2019,201920,Fall Enrollment,EF2019A_DIST,Distance education status and level of student: Fall 2019,Final,https://nces.ed.gov/ipeds/datacenter/data/EF2019A_DIST.zip
2019,201920,Fall Enrollment,DRVEF2019,Frequently used derived variables (EF): Fall enrollment 2019,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVEF2019.zip
2019,201920,Completions,DRVC2019,"Frequently used derived variables (C): Completions, July 1, 2018 to June 30, 2019",Final,https://nces.ed.gov/ipeds/datacenter/data/DRVC2019.zip
2019,201920,Completions,C2019_A,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: July 1, 2018 to June 30, 2019",Final,https://nces.ed.gov/ipeds/datacenter/data/C2019_A.zip
2019,201920,Completions,C2019_B,"Number of students receiving awards/degrees, by race/ethnicity and gender: July 1, 2018 to June 30, 2019",Final,https://nces.ed.gov/ipeds/datacenter/data/C2019_B.zip
2019,201920,Completions,C2019_C,"Number of students receiving awards/degrees, by award level and by gender, race/ethnicity and age categories: July 1, 2018 to June 30, 2019",Final,https://nces.ed.gov/ipeds/datacenter/data/C2019_C.zip
2019,201920,Completions,C2019DEP,"Number of programs offered and number of programs offered via distance education, by award level: July 1, 2018 to June 30, 2019",Final,https://nces.ed.gov/ipeds/datacenter/data/C2019DEP.zip
2019,201920,Student Financial Aid,SFA1819_P1,Student financial aid: 2018-19,Final,https://nces.ed.gov/ipeds/datacenter/data/SFA1819_P1.zip
2019,201920,Student Financial Aid,SFA1819_P2,Student financial aid and net price: 2018-19,Final,https://nces.ed.gov/ipeds/datacenter/data/SFA1819_P2.zip
2019,201920,Student Financial Aid,SFAV1819,"Military Servicemembers and Veteran's Benefits, 2018-19",Final,https://nces.ed.gov/ipeds/datacenter/data/SFAV1819.zip
2019,201920,Graduation Rates,GR2019,"Graduation rate data, 150% of normal time to complete - cohort year 2013 (4-year) and cohort year 2016 (2-year) institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/GR2019.zip
2019,201920,Graduation Rates,GR2019_L2,"Graduation rate data, 150% of normal time to complete - cohort year 2016 (less-than-2-year institutions)",Final,https://nces.ed.gov/ipeds/datacenter/data/GR2019_L2.zip
2019,201920,Graduation Rates,GR2019_PELL_SSL,"Graduation rate data for Pell Grant and Subsidized Stafford loan recipients, 150% of normal time to complete - cohort year 2013 (4-year) and cohort year 2016 (2-year) institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/GR2019_PELL_SSL.zip
2019,201920,Graduation Rates,GR200_19,"Graduation rate data, 200% of normal time to complete - cohort year 2011  (4-year) and cohort year 2015 (less-than-4-year)  institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/GR200_19.zip
2019,201920,Graduation Rates,DRVGR2019,Frequently used derived variables (GR) 150% of normal time to complete - cohort year 2013 (4-year) and cohort year 2016 (2-year) institutions,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVGR2019.zip
2019,201920,Outcome Measures,OM2019,Award and enrollment data at six and eight years for four entering undergraduate cohorts from 2011 - degree granting institutions,Final,https://nces.ed.gov/ipeds/datacenter/data/OM2019.zip
2019,201920,Outcome Measures,DRVOM2019,"Frequently used derived variables (OM) Award and enrollment rates of degree/certificate-seeking undergraduates, 2011-12 cohort",Final,https://nces.ed.gov/ipeds/datacenter/data/DRVOM2019.zip
2019,201920,Finance,F1819_F1A,Public institutions - GASB 34/35: Fiscal year 2019,Final,https://nces.ed.gov/ipeds/datacenter/data/F1819_F1A.zip
2019,201920,Finance,F1819_F2,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2019,Final,https://nces.ed.gov/ipeds/datacenter/data/F1819_F2.zip
2019,201920,Finance,F1819_F3,Private for-profit institutions: Fiscal year 2019,Final,https://nces.ed.gov/ipeds/datacenter/data/F1819_F3.zip
2019,201920,Finance,DRVF2019,Frequently used/derived variables Finance (F): Fiscal year 2019,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVF2019.zip
2019,201920,Human Resources,SAL2019_NIS,Number and salary outlays for full-time nonmedical  noninstructional staff by occupation: Academic year 2019-20,Final,https://nces.ed.gov/ipeds/datacenter/data/SAL2019_NIS.zip
2019,201920,Human Resources,EAP2019,"Number of staff by occupational category, faculty and tenure status:  Fall 2019",Final,https://nces.ed.gov/ipeds/datacenter/data/EAP2019.zip
2019,201920,Human Resources,SAL2019_IS,"Number and salary outlays for full-time nonmedical instructional staff, by  gender, and academic rank:  Academic year 2019-20",Final,https://nces.ed.gov/ipeds/datacenter/data/SAL2019_IS.zip
2019,201920,Human Resources,S2019_OC,"Full- and part-time staff by occupational category, race/ethnicity, and gender:  Fall 2019",Final,https://nces.ed.gov/ipeds/datacenter/data/S2019_OC.zip
2019,201920,Human Resources,S2019_SIS,"Full-time instructional staff, by academic rank, faculty and tenure status  (Degree-granting institutions): Fall 2019",Final,https://nces.ed.gov/ipeds/datacenter/data/S2019_SIS.zip
2019,201920,Human Resources,S2019_IS,"Full-time instructional staff, by faculty and tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions): Fall 2019",Final,https://nces.ed.gov/ipeds/datacenter/data/S2019_IS.zip
2019,201920,Human Resources,S2019_NH,"New hires by occupational category, race/ethnicity, and gender (Degree-granting institutions):  Fall 2019",Final,https://nces.ed.gov/ipeds/datacenter/data/S2019_NH.zip
2019,201920,Human Resources,DRVHR2019,Frequently used/derived variables Human resources (HR): Fall 2019,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVHR2019.zip
2019,201920,Academic Libraries,AL2019,"Academic Libraries, Fiscal year 2019",Final,https://nces.ed.gov/ipeds/datacenter/data/AL2019.zip
2019,201920,Academic Libraries,DRVAL2019,Frequently used/derived variables Academic library indicators: Fiscal year 2019,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVAL2019.zip
2020,202021,Institutional Characteristics,HD2020,Directory information,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/HD2020.zip
2020,202021,Institutional Characteristics,FLAGS2020,Response status for all survey components,Final,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2020.zip
2020,202021,Institutional Characteristics,IC2020,"Educational offerings, organization, admissions, services and athletic associations",Final,https://nces.ed.gov/ipeds/datacenter/data/IC2020.zip
2020,202021,Institutional Characteristics,IC2020_AY,Student charges for academic year programs,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2020_AY.zip
2020,202021,Institutional Characteristics,IC2020_PY,Student charges by program (vocational programs),Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2020_PY.zip
2020,202021,Institutional Characteristics,DRVIC2020,Frequently used derived variables (IC): Total cost of attendance,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/DRVIC2020.zip
2020,202021,Institutional Characteristics,IC2020MISSION,Mission statement,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2020MISSION.zip
2020,202021,Institutional Characteristics,CUSTOMCGIDS2020,Custom comparison groups,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/CUSTOMCGIDS2020.zip
