collection_year,collection_label,survey,table_name,table_title,release,url
2020,202021,Admissions,ADM2020,"Admission considerations, applicants, admissions, and test scores",Final,https://nces.ed.gov/ipeds/datacenter/data/ADM2020.zip
2020,202021,Admissions,DRVADM2020,Frequently used derived variables for admissions. Selectivity and admissions yield,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVADM2020.zip
2020,202021,12-month Enrollment,EFFY2020,12-month unduplicated headcount: 2019-20,Final,https://nces.ed.gov/ipeds/datacenter/data/EFFY2020.zip
2020,202021,12-month Enrollment,EFIA2020,12-month instructional activity: 2019-20,Final,https://nces.ed.gov/ipeds/datacenter/data/EFIA2020.zip
2020,202021,12-month Enrollment,EFFY2020_DIST,12-month unduplicated headcount by distance education status and level of student: 2019-20,Final,https://nces.ed.gov/ipeds/datacenter/data/EFFY2020_DIST.zip
2020,202021,12-month Enrollment,DRVEF122020,"Frequently used derived variables (E12): 12-month enrollment, 2019-20",Final,https://nces.ed.gov/ipeds/datacenter/data/DRVEF122020.zip
2020,202021,Fall Enrollment,EF2020,"Gender, attendance status, and level of student: Fall 2020",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2020.zip
2020,202021,Fall Enrollment,EF2020A,"Race/ethnicity, gender, attendance status, and level of student: Fall 2020",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2020A.zip
2020,202021,Fall Enrollment,EF2020CP,"Major field of study, race/ethnicity, gender, attendance status, and level of student: Fall 2020",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2020CP.zip
2020,202021,Fall Enrollment,EF2020B,"Age category, gender, attendance status, and level of student: Fall 2020 (optional)",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2020B.zip
2020,202021,Fall Enrollment,EF2020C,Residence and migration of first-time freshman: Fall 2020,Final,https://nces.ed.gov/ipeds/datacenter/data/EF2020C.zip
2020,202021,Fall Enrollment,EF2020D,"Total entering class, retention rates, and student-to-faculty ratio: Fall 2020",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2020D.zip
2020,202021,Fall Enrollment,EF2020A_DIST,Distance education status and level of student: Fall 2020,Final,https://nces.ed.gov/ipeds/datacenter/data/EF2020A_DIST.zip
2020,202021,Fall Enrollment,DRVEF2020,Frequently used derived variables (EF): Fall enrollment 2020,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVEF2020.zip
2020,202021,Completions,DRVC2020,"Frequently used derived variables (C): Completions, July 1, 2019 to June 30, 2020",Final,https://nces.ed.gov/ipeds/datacenter/data/DRVC2020.zip
2020,202021,Completions,C2020_A,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: July 1, 2019 to June 30, 2020",Final,https://nces.ed.gov/ipeds/datacenter/data/C2020_A.zip
2020,202021,Completions,C2020_B,"Number of students receiving awards/degrees, by race/ethnicity and gender: July 1, 2019 to June 30, 2020",Final,https://nces.ed.gov/ipeds/datacenter/data/C2020_B.zip
2020,202021,Completions,C2020_C,"Number of students receiving awards/degrees, by award level and by gender, race/ethnicity and age categories: July 1, 2019 to June 30, 2020",Final,https://nces.ed.gov/ipeds/datacenter/data/C2020_C.zip
2020,202021,Completions,C2020DEP,"Number of programs offered and number of programs offered via distance education, by award level: July 1, 2019 to June 30, 2020",Final,https://nces.ed.gov/ipeds/datacenter/data/C2020DEP.zip
2020,202021,Student Financial Aid,SFA1920_P1,Student financial aid: 2019-20,Final,https://nces.ed.gov/ipeds/datacenter/data/SFA1920_P1.zip
2020,202021,Student Financial Aid,SFA1920_P2,Student financial aid and net price: 2019-20,Final,https://nces.ed.gov/ipeds/datacenter/data/SFA1920_P2.zip
2020,202021,Student Financial Aid,SFAV1920,"Military Servicemembers and Veteran's Benefits, 2019-20",Final,https://nces.ed.gov/ipeds/datacenter/data/SFAV1920.zip
2020,202021,Graduation Rates,GR2020,"Graduation rate data, 150% of normal time to complete - cohort year 2014 (4-year) and cohort year 2017 (2-year) institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/GR2020.zip
2020,202021,Graduation Rates,GR2020_L2,"Graduation rate data, 150% of normal time to complete - cohort year 2017 (less-than-2-year institutions)",Final,https://nces.ed.gov/ipeds/datacenter/data/GR2020_L2.zip
2020,202021,Graduation Rates,GR2020_PELL_SSL,"Graduation rate data for Pell Grant and Subsidized Stafford loan recipients, 150% of normal time to complete - cohort year 2014 (4-year) and cohort year 2017 (2-year) institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/GR2020_PELL_SSL.zip
2020,202021,Graduation Rates,GR200_20,"Graduation rate data, 200% of normal time to complete - cohort year 2012  (4-year) and cohort year 2016 (less-than-4-year)  institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/GR200_20.zip
2020,202021,Graduation Rates,DRVGR2020,Frequently used derived variables (GR) 150% of normal time to complete - cohort year 2014 (4-year) and cohort year 2017 (2-year) institutions,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVGR2020.zip
2020,202021,Outcome Measures,OM2020,Award and enrollment data at six and eight years for  entering undergraduate cohorts from 2012-13 degree granting institutions,Final,https://nces.ed.gov/ipeds/datacenter/data/OM2020.zip
2020,202021,Outcome Measures,DRVOM2020,"Frequently used derived variables (OM) Award and enrollment rates of degree/certificate-seeking undergraduates, 2012-13 cohort",Final,https://nces.ed.gov/ipeds/datacenter/data/DRVOM2020.zip
2020,202021,Finance,F1920_F1A,Public institutions - GASB 34/35: Fiscal year 2020,Final,https://nces.ed.gov/ipeds/datacenter/data/F1920_F1A.zip
2020,202021,Finance,F1920_F2,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2020,Final,https://nces.ed.gov/ipeds/datacenter/data/F1920_F2.zip
2020,202021,Finance,F1920_F3,Private for-profit institutions: Fiscal year 2020,Final,https://nces.ed.gov/ipeds/datacenter/data/F1920_F3.zip
2020,202021,Finance,DRVF2020,Frequently used/derived variables Finance (F): Fiscal year 2020,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVF2020.zip
2020,202021,Human Resources,SAL2020_NIS,Number and salary outlays for full-time nonmedical  noninstructional staff by occupation: Academic year 2020-21,Final,https://nces.ed.gov/ipeds/datacenter/data/SAL2020_NIS.zip
2020,202021,Human Resources,EAP2020,"Number of staff by occupational category, faculty and tenure status:  Fall 2020",Final,https://nces.ed.gov/ipeds/datacenter/data/EAP2020.zip
2020,202021,Human Resources,SAL2020_IS,"Number and salary outlays for full-time nonmedical instructional staff, by  gender, and academic rank:  Academic year 2020-21",Final,https://nces.ed.gov/ipeds/datacenter/data/SAL2020_IS.zip
2020,202021,Human Resources,S2020_OC,"Full- and part-time staff by occupational category, race/ethnicity, and gender:  Fall 2020",Final,https://nces.ed.gov/ipeds/datacenter/data/S2020_OC.zip
2020,202021,Human Resources,S2020_SIS,"Full-time instructional staff, by academic rank, faculty and tenure status  (Degree-granting institutions): Fall 2020",Final,https://nces.ed.gov/ipeds/datacenter/data/S2020_SIS.zip
2020,202021,Human Resources,S2020_IS,"Full-time instructional staff, by faculty and tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions): Fall 2020",Final,https://nces.ed.gov/ipeds/datacenter/data/S2020_IS.zip
2020,202021,Human Resources,S2020_NH,"New hires by occupational category, race/ethnicity, and gender (Degree-granting institutions):  Fall 2020",Final,https://nces.ed.gov/ipeds/datacenter/data/S2020_NH.zip
2020,202021,Human Resources,DRVHR2020,Frequently used/derived variables Human resources (HR): Fall 2020,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVHR2020.zip
2020,202021,Academic Libraries,AL2020,"Academic Libraries, Fiscal year 2020",Final,https://nces.ed.gov/ipeds/datacenter/data/AL2020.zip
2020,202021,Academic Libraries,DRVAL2020,Frequently used/derived variables Academic library indicators: Fiscal year 2020,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVAL2020.zip
2021,202122,Institutional Characteristics,HD2021,Directory information,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/HD2021.zip
2021,202122,Institutional Characteristics,FLAGS2021,Response status for all survey components,Final,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2021.zip
2021,202122,Institutional Characteristics,IC2021,"Educational offerings, organization, admissions, services and athletic associations",Final,https://nces.ed.gov/ipeds/datacenter/data/IC2021.zip
2021,202122,Institutional Characteristics,IC2021_AY,Student charges for academic year programs,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2021_AY.zip
2021,202122,Institutional Characteristics,IC2021_PY,Student charges by program (vocational programs),Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2021_PY.zip
2021,202122,Institutional Characteristics,DRVIC2021,Frequently used derived variables (IC): Total cost of attendance,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/DRVIC2021.zip
2021,202122,Institutional Characteristics,IC2021MISSION,Mission statement,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2021MISSION.zip
2021,202122,Institutional Characteristics,CUSTOMCGIDS2021,Custom comparison groups,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/CUSTOMCGIDS2021.zip
2021,202122,Institutional Characteristics,IC2021_PCCAMPUSES,Branch campus locations listed on College Navigator,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2021_PCCAMPUSES.zip
2021,202122,Admissions,ADM2021,"Admission considerations, applicants, admissions, and test scores",Final,https://nces.ed.gov/ipeds/datacenter/data/ADM2021.zip
2021,202122,Admissions,DRVADM2021,Frequently used derived variables for admissions. Selectivity and admissions yield,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVADM2021.zip
2021,202122,12-month Enrollment,EFFY2021,12-month unduplicated headcount: 2020-21,Final,https://nces.ed.gov/ipeds/datacenter/data/EFFY2021.zip
2021,202122,12-month Enrollment,EFIA2021,12-month instructional activity: 2020-21,Final,https://nces.ed.gov/ipeds/datacenter/data/EFIA2021.zip
2021,202122,12-month Enrollment,EFFY2021_DIST,12-month unduplicated headcount by distance education status and level of student: 2020-21,Final,https://nces.ed.gov/ipeds/datacenter/data/EFFY2021_DIST.zip
2021,202122,12-month Enrollment,DRVEF122021,"Frequently used derived variables (E12): 12-month enrollment, 2020-21",Final,https://nces.ed.gov/ipeds/datacenter/data/DRVEF122021.zip
2021,202122,Fall Enrollment,EF2021,"Gender, attendance status, and level of student: Fall 2021",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2021.zip
2021,202122,Fall Enrollment,EF2021A,"Race/ethnicity, gender, attendance status, and level of student: Fall 2021",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2021A.zip
2021,202122,Fall Enrollment,EFxxxxCP,"Major field of study, race/ethnicity, gender, attendance status, and level of student: Fall xxxx",NA,https://nces.ed.gov/ipeds/datacenter/data/EFxxxxCP.zip
2021,202122,Fall Enrollment,EF2021B,"Age category, gender, attendance status, and level of student: Fall 2021 (optional)",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2021B.zip
2021,202122,Fall Enrollment,EF2021C,Residence and migration of first-time freshman: Fall 2021,Final,https://nces.ed.gov/ipeds/datacenter/data/EF2021C.zip
2021,202122,Fall Enrollment,EF2021D,"Total entering class, retention rates, and student-to-faculty ratio: Fall 2021",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2021D.zip
2021,202122,Fall Enrollment,EF2021A_DIST,Distance education status and level of student: Fall 2021,Final,https://nces.ed.gov/ipeds/datacenter/data/EF2021A_DIST.zip
2021,202122,Fall Enrollment,DRVEF2021,Frequently used derived variables (EF): Fall enrollment 2021,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVEF2021.zip
2021,202122,Completions,DRVC2021,"Frequently used derived variables (C): Completions, July 1, 2020 to June 30, 2021",Final,https://nces.ed.gov/ipeds/datacenter/data/DRVC2021.zip
2021,202122,Completions,C2021_A,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: July 1, 2020 to June 30, 2021",Final,https://nces.ed.gov/ipeds/datacenter/data/C2021_A.zip
2021,202122,Completions,C2021_B,"Number of students receiving awards/degrees, by race/ethnicity and gender: July 1, 2020 to June 30, 2021",Final,https://nces.ed.gov/ipeds/datacenter/data/C2021_B.zip
2021,202122,Completions,C2021_C,"Number of students receiving awards/degrees, by award level and by gender, race/ethnicity and age categories: July 1, 2020 to June 30, 2021",Final,https://nces.ed.gov/ipeds/datacenter/data/C2021_C.zip
2021,202122,Completions,C2021DEP,"Number of programs offered and number of programs offered via distance education, by award level: July 1, 2020 to June 30, 2021",Final,https://nces.ed.gov/ipeds/datacenter/data/C2021DEP.zip
2021,202122,Student Financial Aid,SFA2021_P1,Student financial aid: 2020-21,Final,https://nces.ed.gov/ipeds/datacenter/data/SFA2021_P1.zip
2021,202122,Student Financial Aid,SFA2021_P2,Student financial aid and net price: 2020-21,Final,https://nces.ed.gov/ipeds/datacenter/data/SFA2021_P2.zip
2021,202122,Student Financial Aid,SFAV2021,"Military Servicemembers and Veteran's Benefits, 2020-21",Final,https://nces.ed.gov/ipeds/datacenter/data/SFAV2021.zip
2021,202122,Graduation Rates,GR2021,"Graduation rate data, 150% of normal time to complete - cohort year 2015 (4-year) and cohort year 2018 (2-year) institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/GR2021.zip
2021,202122,Graduation Rates,GR2021_L2,"Graduation rate data, 150% of normal time to complete - cohort year 2018 (less-than-2-year institutions)",Final,https://nces.ed.gov/ipeds/datacenter/data/GR2021_L2.zip
2021,202122,Graduation Rates,GR2021_PELL_SSL,"Graduation rate data for Pell Grant and Subsidized Stafford loan recipients, 150% of normal time to complete - cohort year 2015 (4-year) and cohort year 2018 (2-year) institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/GR2021_PELL_SSL.zip
2021,202122,Graduation Rates,GR200_21,"Graduation rate data, 200% of normal time to complete - cohort year 2013  (4-year) and cohort year 2017 (less-than-4-year)  institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/GR200_21.zip
2021,202122,Graduation Rates,DRVGR2021,Frequently used derived variables (GR) 150% of normal time to complete - cohort year 2015 (4-year) and cohort year 2018 (2-year) institutions,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVGR2021.zip
2021,202122,Outcome Measures,OM2021,Award and enrollment data at six and eight years for  entering undergraduate cohorts from 2013-14 degree granting institutions,Final,https://nces.ed.gov/ipeds/datacenter/data/OM2021.zip
2021,202122,Outcome Measures,DRVOM2021,"Frequently used derived variables (OM) Award and enrollment rates of degree/certificate-seeking undergraduates, 2013-14 cohort",Final,https://nces.ed.gov/ipeds/datacenter/data/DRVOM2021.zip
2021,202122,Finance,F2021_F1A,Public institutions - GASB 34/35: Fiscal year 2021,Final,https://nces.ed.gov/ipeds/datacenter/data/F2021_F1A.zip
2021,202122,Finance,F2021_F2,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2021,Final,https://nces.ed.gov/ipeds/datacenter/data/F2021_F2.zip
2021,202122,Finance,F2021_F3,Private for-profit institutions: Fiscal year 2021,Final,https://nces.ed.gov/ipeds/datacenter/data/F2021_F3.zip
2021,202122,Finance,DRVF2021,Frequently used/derived variables Finance (F): Fiscal year 2021,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVF2021.zip
2021,202122,Human Resources,SAL2021_NIS,Number and salary outlays for full-time nonmedical  noninstructional staff by occupation: Academic year 2021-22,Final,https://nces.ed.gov/ipeds/datacenter/data/SAL2021_NIS.zip
2021,202122,Human Resources,EAP2021,"Number of staff by occupational category, faculty and tenure status:  Fall 2021",Final,https://nces.ed.gov/ipeds/datacenter/data/EAP2021.zip
2021,202122,Human Resources,SAL2021_IS,"Number and salary outlays for full-time nonmedical instructional staff, by  gender, and academic rank:  Academic year 2021-22",Final,https://nces.ed.gov/ipeds/datacenter/data/SAL2021_IS.zip
2021,202122,Human Resources,S2021_OC,"Full- and part-time staff by occupational category, race/ethnicity, and gender:  Fall 2021",Final,https://nces.ed.gov/ipeds/datacenter/data/S2021_OC.zip
2021,202122,Human Resources,S2021_SIS,"Full-time instructional staff, by academic rank, faculty and tenure status  (Degree-granting institutions): Fall 2021",Final,https://nces.ed.gov/ipeds/datacenter/data/S2021_SIS.zip
2021,202122,Human Resources,S2021_IS,"Full-time instructional staff, by faculty and tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions): Fall 2021",Final,https://nces.ed.gov/ipeds/datacenter/data/S2021_IS.zip
2021,202122,Human Resources,S2021_NH,"New hires by occupational category, race/ethnicity, and gender (Degree-granting institutions):  Fall 2021",Final,https://nces.ed.gov/ipeds/datacenter/data/S2021_NH.zip
2021,202122,Human Resources,DRVHR2021,Frequently used/derived variables Human resources (HR): Fall 2021,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVHR2021.zip
2021,202122,Academic Libraries,AL2021,"Academic Libraries, Fiscal year 2021",Final,https://nces.ed.gov/ipeds/datacenter/data/AL2021.zip
2021,202122,Academic Libraries,DRVAL2021,Frequently used/derived variables Academic library indicators: Fiscal year 2021,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVAL2021.zip
2022,202223,Institutional Characteristics,HD2022,Directory information,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/HD2022.zip
2022,202223,Institutional Characteristics,FLAGS2022,Response status for all survey components,Final,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2022.zip
2022,202223,Institutional Characteristics,IC2022,"Educational offerings, organization, admissions, services and athletic associations",Final,https://nces.ed.gov/ipeds/datacenter/data/IC2022.zip
2022,202223,Institutional Characteristics,IC2022_AY,Student charges for academic year programs,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2022_AY.zip
2022,202223,Institutional Characteristics,IC2022_PY,Student charges by program (vocational programs),Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2022_PY.zip
2022,202223,Institutional Characteristics,DRVIC2022,Frequently used derived variables (IC): Total cost of attendance,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/DRVIC2022.zip
2022,202223,Institutional Characteristics,IC2022MISSION,Mission statement,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2022MISSION.zip
2022,202223,Institutional Characteristics,CUSTOMCGIDS2022,Custom comparison groups,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/CUSTOMCGIDS2022.zip
2022,202223,Institutional Characteristics,IC2022_PCCAMPUSES,Branch campus locations listed on College Navigator,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2022_PCCAMPUSES.zip
2022,202223,Admissions,ADM2022,"Admission considerations, applicants, admissions, and test scores",Final,https://nces.ed.gov/ipeds/datacenter/data/ADM2022.zip
2022,202223,Admissions,DRVADM2022,Frequently used derived variables for admissions. Selectivity and admissions yield,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVADM2022.zip
2022,202223,12-month Enrollment,EFFY2022,12-month unduplicated headcount: 2021-22,Final,https://nces.ed.gov/ipeds/datacenter/data/EFFY2022.zip
2022,202223,12-month Enrollment,EFIA2022,12-month instructional activity: 2021-22,Final,https://nces.ed.gov/ipeds/datacenter/data/EFIA2022.zip
2022,202223,12-month Enrollment,EFFY2022_DIST,12-month unduplicated headcount by distance education status and level of student: 2021-22,Final,https://nces.ed.gov/ipeds/datacenter/data/EFFY2022_DIST.zip
2022,202223,12-month Enrollment,DRVEF122022,"Frequently used derived variables (E12): 12-month enrollment, 2021-22",Final,https://nces.ed.gov/ipeds/datacenter/data/DRVEF122022.zip
2022,202223,Fall Enrollment,EF2022,"Gender, attendance status, and level of student: Fall 2022",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2022.zip
2022,202223,Fall Enrollment,EF2022A,"Race/ethnicity, gender, attendance status, and level of student: Fall 2022",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2022A.zip
2022,202223,Fall Enrollment,EF2022CP,"Major field of study, race/ethnicity, gender, attendance status, and level of student: Fall2022",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2022CP.zip
2022,202223,Fall Enrollment,EF2022B,"Age category, gender, attendance status, and level of student: Fall 2022 (optional)",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2022B.zip
2022,202223,Fall Enrollment,EF2022C,Residence and migration of first-time freshman: Fall 2022,Final,https://nces.ed.gov/ipeds/datacenter/data/EF2022C.zip
2022,202223,Fall Enrollment,EF2022D,"Total entering class, retention rates, and student-to-faculty ratio: Fall 2022",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2022D.zip
2022,202223,Fall Enrollment,EF2022A_DIST,Distance education status and level of student: Fall 2022,Final,https://nces.ed.gov/ipeds/datacenter/data/EF2022A_DIST.zip
2022,202223,Fall Enrollment,DRVEF2022,Frequently used derived variables (EF): Fall enrollment 2022,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVEF2022.zip
2022,202223,Completions,DRVC2022,"Frequently used derived variables (C): Completions, July 1, 2021 to June 30, 2022",Final,https://nces.ed.gov/ipeds/datacenter/data/DRVC2022.zip
2022,202223,Completions,C2022_A,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: July 1, 2021 to June 30, 2022",Final,https://nces.ed.gov/ipeds/datacenter/data/C2022_A.zip
2022,202223,Completions,C2022_B,"Number of students receiving awards/degrees, by race/ethnicity and gender: July 1, 2021 to June 30, 2022",Final,https://nces.ed.gov/ipeds/datacenter/data/C2022_B.zip
2022,202223,Completions,C2022_C,"Number of students receiving awards/degrees, by award level and by gender, race/ethnicity and age categories: July 1, 2021 to June 30, 2022",Final,https://nces.ed.gov/ipeds/datacenter/data/C2022_C.zip
2022,202223,Completions,C2022DEP,"Number of programs offered and number of programs offered via distance education, by award level: July 1, 2021 to June 30, 2022",Final,https://nces.ed.gov/ipeds/datacenter/data/C2022DEP.zip
2022,202223,Student Financial Aid,SFA2122_P1,Student financial aid: 2021-22,Final,https://nces.ed.gov/ipeds/datacenter/data/SFA2122_P1.zip
2022,202223,Student Financial Aid,SFA2122_P2,Student financial aid and net price: 2021-22,Final,https://nces.ed.gov/ipeds/datacenter/data/SFA2122_P2.zip
2022,202223,Student Financial Aid,SFAV2122,"Military Servicemembers and Veteran's Benefits, 2021-22",Final,https://nces.ed.gov/ipeds/datacenter/data/SFAV2122.zip
2022,202223,Graduation Rates,GR2022,"Graduation rate data, 150% of normal time to complete - cohort year 2016 (4-year) and cohort year 2019 (2-year) institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/GR2022.zip
2022,202223,Graduation Rates,GR2022_L2,"Graduation rate data, 150% of normal time to complete - cohort year 2019 (less-than-2-year institutions)",Final,https://nces.ed.gov/ipeds/datacenter/data/GR2022_L2.zip
2022,202223,Graduation Rates,GR2022_PELL_SSL,"Graduation rate data for Pell Grant and Subsidized Stafford loan recipients, 150% of normal time to complete - cohort year 2016 (4-year) and cohort year 2019 (2-year) institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/GR2022_PELL_SSL.zip
2022,202223,Graduation Rates,GR200_22,"Graduation rate data, 200% of normal time to complete - cohort year 2014  (4-year) and cohort year 2018 (less-than-4-year)  institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/GR200_22.zip
2022,202223,Graduation Rates,DRVGR2022,Frequently used derived variables (GR) 150% of normal time to complete - cohort year 2016 (4-year) and cohort year 2019 (2-year) institutions,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVGR2022.zip
2022,202223,Graduation Rates,GR2022_GENDER,Gender unknown reported in revised cohorts - cohort year 2016 (4-year) and cohort year 2019 (less-than-4-year) institutions,Final,https://nces.ed.gov/ipeds/datacenter/data/GR2022_GENDER.zip
2022,202223,Outcome Measures,OM2022,Award and enrollment data at six and eight years for  entering undergraduate cohorts from 2014-15 degree granting institutions,Final,https://nces.ed.gov/ipeds/datacenter/data/OM2022.zip
2022,202223,Outcome Measures,DRVOM2022,"Frequently used derived variables (OM) Award and enrollment rates of degree/certificate-seeking undergraduates, 2014-15 cohort",Final,https://nces.ed.gov/ipeds/datacenter/data/DRVOM2022.zip
2022,202223,Finance,F2122_F1A,Public institutions - GASB 34/35: Fiscal year 2022,Final,https://nces.ed.gov/ipeds/datacenter/data/F2122_F1A.zip
2022,202223,Finance,F2122_F2,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2022,Final,https://nces.ed.gov/ipeds/datacenter/data/F2122_F2.zip
2022,202223,Finance,F2122_F3,Private for-profit institutions: Fiscal year 2022,Final,https://nces.ed.gov/ipeds/datacenter/data/F2122_F3.zip
2022,202223,Finance,DRVF2022,Frequently used/derived variables Finance (F): Fiscal year 2022,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVF2022.zip
2022,202223,Human Resources,EAP2022,"Number of staff by occupational category, faculty and tenure status:  Fall 2022",Final,https://nces.ed.gov/ipeds/datacenter/data/EAP2022.zip
2022,202223,Human Resources,SAL2022_IS,"Number and salary outlays for full-time nonmedical instructional staff, by  gender, and academic rank:  Academic year 2022-23",Final,https://nces.ed.gov/ipeds/datacenter/data/SAL2022_IS.zip
2022,202223,Human Resources,SAL2022_NIS,Number and salary outlays for full-time nonmedical  noninstructional staff by occupation: Academic year 2022-23,Final,https://nces.ed.gov/ipeds/datacenter/data/SAL2022_NIS.zip
2022,202223,Human Resources,S2022_OC,"Full- and part-time staff by occupational category, race/ethnicity, and gender:  Fall 2022",Final,https://nces.ed.gov/ipeds/datacenter/data/S2022_OC.zip
2022,202223,Human Resources,S2022_SIS,"Full-time instructional staff, by academic rank, faculty and tenure status  (Degree-granting institutions): Fall 2022",Final,https://nces.ed.gov/ipeds/datacenter/data/S2022_SIS.zip
2022,202223,Human Resources,S2022_IS,"Full-time instructional staff, by faculty and tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions): Fall 2022",Final,https://nces.ed.gov/ipeds/datacenter/data/S2022_IS.zip
2022,202223,Human Resources,S2022_NH,"New hires by occupational category, race/ethnicity, and gender (Degree-granting institutions):  Fall 2022",Final,https://nces.ed.gov/ipeds/datacenter/data/S2022_NH.zip
2022,202223,Human Resources,DRVHR2022,Frequently used/derived variables Human resources (HR): Fall 2022,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVHR2022.zip
2022,202223,Academic Libraries,AL2022,"Academic Libraries, Fiscal year 2022",Final,https://nces.ed.gov/ipeds/datacenter/data/AL2022.zip
2022,202223,Academic Libraries,DRVAL2022,Frequently used/derived variables Academic library indicators: Fiscal year 2022,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVAL2022.zip
2023,202324,Institutional Characteristics,HD2023,Directory information,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip
2023,202324,Institutional Characteristics,FLAGS2023,Response status for all survey components,Final,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2023.zip
2023,202324,Institutional Characteristics,IC2023,"Educational offerings, organization, admissions, services and athletic associations",Final,https://nces.ed.gov/ipeds/datacenter/data/IC2023.zip
2023,202324,Institutional Characteristics,IC2023_AY,Student charges for academic year programs,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2023_AY.zip
2023,202324,Institutional Characteristics,IC2023_PY,Student charges by program (vocational programs),Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2023_PY.zip
2023,202324,Institutional Characteristics,DRVIC2023,Frequently used derived variables (IC): Total cost of attendance,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/DRVIC2023.zip
